22/10:30am,72,1030.2
22/10:00am,76,1030.3
22/09:30am,86,1030.2
22/09:00am,98,1029.9
22/08:30am,99,1030.1
22/08:00am,99,1030.1
22/07:30am,99,1029.6
22/07:00am,99,1029.2
22/06:30am,99,1028.9
22/06:00am,99,1028.6
22/05:30am,99,1028.3
22/05:00am,99,1028.2
22/04:30am,99,1028.0
22/04:00am,99,1028.1
22/03:30am,99,1028.1
22/03:00am,99,1028.1
22/02:30am,99,1028.0
22/02:00am,99,1028.2
22/01:30am,99,1028.3
22/01:00am,99,1028.5
22/12:30am,99,1028.5
22/12:00am,99,1028.5
,,
,,
,,
,,
,,
